Obs_ID,Study_ID,Cohort_ID,Shared_control_ID,Year,Country,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Direction,Detail_result,Note_result,Treatment_stimulus,Shape_pattern,Control_stimulus,Note_stimulus,Number_pattern,Diameter_pattern,Log_diameter,Area_pattern,Log_area,area_pattern_T,Log_area_pattern_T,Area_background,Log_background,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Dataset,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,lnRR,lnRR_var,Note
126,Stevens_2007,Stevens_2007_7,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,semi circle; a pair of asymmetrical semi circles with a horizontal divide; 7.00mm ,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.162531,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082774194,0.019782291,
127,Stevens_2007,Stevens_2007_8,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,semi circle; a pair of symmetrical semicircles with a horizontaldivide; 7.00mm ,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.152605,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049391865,0.020408814,
128,Stevens_2007,Stevens_2007_9,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,semi circle; a pair of asymmetrical semi circles with a vertical divide; 7.00mm ,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.229529,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268444716,0.016967528,
129,Stevens_2007,Stevens_2007_10,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,semi circle; a pair of symmetrical semicircles with a vertical divide; 7.00mm ,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.246898,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308444239,0.016486279,
130,Stevens_2007,Stevens_2007_11,Stevens_2007_c,2007,UK,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.351245,0.231979,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232960857,0.008056133,
131,Stevens_2007,Stevens_2007_12,Stevens_2007_c,2007,UK,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,diamond,no pattern,same area to eyespot,2,8.38,2.125847914,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.23329,0.231979,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003082518,0.009869244,
132,Stevens_2007,Stevens_2007_13,Stevens_2007_c,2007,UK,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,diamond,no pattern,inverted diamond; same area to eyespot,2,8.38,2.125847914,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.104849,0.231979,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.421323508,0.016445853,
133,Stevens_2007,Stevens_2007_14,Stevens_2007_c,2007,UK,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,inverted circle; 7.00mm in diameter,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.1795,0.231979,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138578084,0.011480507,
134,Stevens_2007,Stevens_2007_15,Stevens_2007_d,2007,UK,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.570302,0.213666,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577324648,0.007119814,
135,Stevens_2007,Stevens_2007_16,Stevens_2007_d,2007,UK,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,diamond,no pattern,dounut diamond; 7.00mm in width,2,8.38,2.125847914,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.570302,0.213666,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577324648,0.007119814,
136,Stevens_2007,Stevens_2007_17,Stevens_2007_d,2007,UK,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,diamond,no pattern,black diamond; same area to eyespot,2,8.38,2.125847914,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.419185,0.213666,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382232383,0.007934103,
137,Stevens_2007,Stevens_2007_18,Stevens_2007_d,2007,UK,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,black,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.37293,0.213666,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312692173,0.008310201,
138,Stevens_2007,Stevens_2007_19,Stevens_2007_d,2007,UK,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,diamond,no pattern,white; same area to eyespot,2,8.38,2.125847914,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.246781,0.213666,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0787175,0.010038642,
139,Stevens_2007,Stevens_2007_20,Stevens_2007_d,2007,UK,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,white; 7.00mm in diameter,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.316163,0.213666,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217291259,0.00891912,
140,Stevens&Stubbins_2008,Stevens&Stubbins_2008_1,Stevens&Stubbins_2008_a,2008,UK,fig. 3,p.1791,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,white; 10.00mm in diameter,2,10,2.302585093,78.53982,4.363605757,157.07964,5.056752938,1225,7.110696123,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.425685,0.050505,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.142908975,0.026803082,
141,Stevens&Hardman_2008,Stevens&Hardman_2008_1,Stevens&Hardman_2008_a,2008,UK,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,3,9,2.197224577,63.61725,4.15288466,190.85175,5.251496949,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.136157,0.025719,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85288098,0.056935097,
142,Stevens&Hardman_2008,Stevens&Hardman_2008_2,Stevens&Hardman_2008_a,2008,UK,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,2,11,2.397895273,95.03318,4.554226094,190.06636,5.247373274,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.217852,0.025719,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.103581625,0.053484125,
143,Stevens&Hardman_2008,Stevens&Hardman_2008_3,Stevens&Hardman_2008_a,2008,UK,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,2,9,2.197224577,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.098336,0.025719,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683267102,0.060469599,
144,Stevens&Hardman_2008,Stevens&Hardman_2008_4,Stevens&Hardman_2008_a,2008,UK,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,1,15,2.708050201,176.71459,5.174535945,176.71459,5.174535945,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.205749,0.025719,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.072604259,0.053822919,
145,Stevens&Hardman_2008,Stevens&Hardman_2008_5,Stevens&Hardman_2008_a,2008,UK,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,1,9,2.197224577,63.61725,4.15288466,63.61725,4.15288466,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.083207,0.025719,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597034683,0.062782238,
146,Stevens&Hardman_2008,Stevens&Hardman_2008_6,Stevens&Hardman_2008_b,2008,UK,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,,2,9,2.197224577,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.22819,0.058627,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711188957,0.025939248,
147,Stevens&Hardman_2008,Stevens&Hardman_2008_7,Stevens&Hardman_2008_b,2008,UK,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,a pair of squares with the same perimeter as eyespot; diagonal ,2,9.683,2.270371771,46.88024,3.847596265,93.76048,4.540743445,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.156728,0.058627,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509437083,0.028444292,
148,Stevens&Hardman_2008,Stevens&Hardman_2008_8,Stevens&Hardman_2008_b,2008,UK,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,a pair of squares with the same width as eyespots; measured diagonal,2,12.222,2.503237606,81,4.394449155,162,5.087596335,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.362657,0.058627,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97174853,0.023892397,
149,Stevens&Hardman_2008,Stevens&Hardman_2008_9,Stevens&Hardman_2008_b,2008,UK,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,a pair of squares with the same area as eyespots; measured diagonal,2,11.49,2.441477092,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.22819,0.058627,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711188957,0.025939248,
150,Stevens&Hardman_2008,Stevens&Hardman_2008_10,Stevens&Hardman_2008_b,2008,UK,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,a pair of bars with the same perimeter as eyespots,2,10.727,2.372763928,43.05252,3.762420766,86.10504,4.455567946,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.199859,0.058627,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639280957,0.026718749,
151,Stevens&Hardman_2008,Stevens&Hardman_2008_11,Stevens&Hardman_2008_b,2008,UK,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,a pair of bars with the same area as eyespots; measured diagonal,2,14.453,2.670902005,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.193516,0.058627,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621915377,0.026924407,
152,Stevens&Hardman_2008,Stevens&Hardman_2008_12,Stevens&Hardman_2008_c,2008,UK,fig. 6,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,the central black component in the center; measured diagonal,2,9,2.197224577,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,160,160,NA,NA,NA,NA,0.293233,0.120301,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479670318,0.008612907,
153,Stevens&Hardman_2008,Stevens&Hardman_2008_13,Stevens&Hardman_2008_c,2008,UK,fig. 6,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,the central black component displaced outward (externally) from thetarget midline,2,9,2.197224577,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,160,160,NA,NA,NA,NA,0.285714,0.120301,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465077592,0.008683566,
154,Stevens&Hardman_2008,Stevens&Hardman_2008_14,Stevens&Hardman_2008_c,2008,UK,fig. 6,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,the central black componentdisplaced inward to the target midline,2,9,2.197224577,63.61725,4.15288466,127.2345,4.846031841,1040,6.946975992,artificial,abstract_butterfly,NA,NA,NA,160,160,NA,NA,NA,NA,0.225564,0.120301,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334463265,0.009416898,
155,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_1,Stevens&CastorPerry_2009_a,2009,UK,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,symmetrical in area,2,10.09253009,2.311795555,80,4.382026635,160,5.075173815,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.146981,0.126013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080848549,0.017566346,
156,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_2,Stevens&CastorPerry_2009_a,2009,UK,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,with 5% size asymmetries; 82 and78 mm2,2,10.21790794,2.324141861,82,4.406719247,164,5.099866428,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.222115,0.126013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301826142,0.014681921,
157,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_3,Stevens&CastorPerry_2009_a,2009,UK,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,with 10% (A10) size asymmetries (84 and 76 mm2),2,10.34176589,2.336190637,84,4.430816799,168,5.123963979,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.221241,0.126013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299680076,0.014704246,
158,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_4,Stevens&CastorPerry_2009_a,2009,UK,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,with 25% (A25) size asymmetries ,2,10.7047447,2.370687073,90,4.49980967,180,5.192956851,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.354909,0.126013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564519246,0.012560833,
159,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_5,Stevens&CastorPerry_2009_a,2009,UK,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,with 50% (A50) size asymmetries,2,11.28379167,2.423367331,100,4.605170186,200,5.298317367,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.186295,0.126013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20684564,0.015767721,
160,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_6,Stevens&CastorPerry_2009_b,2009,UK,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,symmetrical in position,2,8,2.079441542,64,4.158883083,128,4.852030264,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.112026,0.056013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356529278,0.06797156,
161,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_7,Stevens&CastorPerry_2009_b,2009,UK,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,symmetrical in position,2,9.027033337,2.200223779,64,4.158883083,128,4.852030264,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.09061,0.056013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246587056,0.073469985,
162,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_8,Stevens&CastorPerry_2009_b,2009,UK,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,others,no pattern,square and circle; symmetrical in position,2,9.027033337,2.200223779,64,4.158883083,128,4.852030264,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.130148,0.056013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434818549,0.064731171,
163,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_9,Stevens&CastorPerry_2009_b,2009,UK,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,asymmetrical in position,2,8,2.079441542,64,4.158883083,128,4.852030264,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.15486,0.056013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526350368,0.061533179,
164,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_10,Stevens&CastorPerry_2009_b,2009,UK,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,asymmetrical in position,2,9.027033337,2.200223779,64,4.158883083,128,4.852030264,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.228995,0.056013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736372371,0.056073229,
165,Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_11,Stevens&CastorPerry_2009_b,2009,UK,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,others,no pattern,square and circle; asymmetrical in position,2,9.027033337,2.200223779,64,4.158883083,128,4.852030264,1444,7.275172319,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.187809,0.056013,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629099351,0.058576083,
166,Stevens&Cantor_2009,Stevens&Cantor_2009_1,Stevens&Cantor_2009_a,2009,UK,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,arranged horizontally about midline,2,7.02,1.948763218,38.70474,3.655962073,77.40948,4.349109254,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.317412,0.16215,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36747401,0.019227373,
167,Stevens&Cantor_2009,Stevens&Cantor_2009_2,Stevens&Cantor_2009_a,2009,UK,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,arranged vertically along the midline,2,7.02,1.948763218,38.70474,3.655962073,77.40948,4.349109254,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.253896,0.16215,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242327817,0.020999697,
168,Stevens&Cantor_2009,Stevens&Cantor_2009_3,Stevens&Cantor_2009_a,2009,UK,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,bh,arranged horizontally about the midline and oriented horizontally,2,11.27,2.422144328,32.88944,3.493151634,65.77888,4.186298814,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.300474,0.16215,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336367223,0.019627389,
169,Stevens&Cantor_2009,Stevens&Cantor_2009_4,Stevens&Cantor_2009_a,2009,UK,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,bv,arranged vertically along the midline and orientated horizontally,2,11.528,2.444778859,38.74073,3.656891501,77.48146,4.350038682,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.328704,0.16215,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387446896,0.018983346,
170,Stevens&Cantor_2009,Stevens&Cantor_2009_5,Stevens&Cantor_2009_a,2009,UK,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,bhv,arranged horizontally about the midline and oriented vertically,2,11.446,2.437640324,35.98482,3.583097183,71.96964,4.276244363,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.214374,0.16215,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149731909,0.022628127,
171,Stevens&Cantor_2009,Stevens&Cantor_2009_6,Stevens&Cantor_2009_a,2009,UK,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,bvv,arranged vertically along the midline and orientated vertically,2,11.546,2.446339057,36.68002,3.602232193,73.36004,4.295379373,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.342818,0.16215,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411627904,0.018700657,
172,Stevens&Cantor_2009,Stevens&Cantor_2009_7,Stevens&Cantor_2009_b,2009,UK,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,blue,2,7.4,2.00148,43.0084,3.761395445,86.0168,4.454542626,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.229457,0.110034,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390276417,0.028469794,
173,Stevens&Cantor_2009,Stevens&Cantor_2009_8,Stevens&Cantor_2009_b,2009,UK,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,red,2,7.4,2.00148,43.0084,3.761395445,86.0168,4.454542626,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.219393,0.110034,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365833724,0.02891795,
174,Stevens&Cantor_2009,Stevens&Cantor_2009_9,Stevens&Cantor_2009_b,2009,UK,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,yellow,2,7.4,2.00148,43.0084,3.761395445,86.0168,4.454542626,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.225431,0.110034,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.380616441,0.028644296,
175,Stevens&Cantor_2009,Stevens&Cantor_2009_10,Stevens&Cantor_2009_b,2009,UK,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,blue bar,2,11.699,2.459503368,41.93556,3.736134154,83.87112,4.429281335,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.213355,0.110034,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350678848,0.02920702,
176,Stevens&Cantor_2009,Stevens&Cantor_2009_11,Stevens&Cantor_2009_b,2009,UK,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,red bar,2,11.905,2.47695848,41.18882,3.71816686,82.37764,4.411314041,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.142238,0.110034,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134278562,0.034450736,
177,Stevens&Cantor_2009,Stevens&Cantor_2009_12,Stevens&Cantor_2009_b,2009,UK,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,lectangle,no pattern,yellow bar,2,11.455,2.438426316,43.14322,3.764525279,86.28644,4.457672459,825,6.715383386,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.237508,0.110034,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409146626,0.028138489,
178,Blut_2012,Blut_2012_1,Blut_2012_a,2012,Germany,fig. 5,p.240,none,none,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,artificial eyespot with sparkle + photograh of specific prey species,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,1703.911,7.440681476,real,butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.099391,0.079108,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11774333,0.055057729,
179,Blut_2012,Blut_2012_2,Blut_2012_a,2012,Germany,fig. 5,p.240,none,none,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,artificial eyespot with sparkle + photograh of specific prey species,2,12,2.48490665,113.09734,4.728248864,226.19468,5.421396044,1703.911,7.440681476,real,butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.659919,0.01,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.247698633,0.251945734,
